dataset,epoch,test_acc,time
MNIST,0,65.81530448717949,646.941721200943
MNIST,1,77.74439102564102,500.28912329673767
MNIST,2,72.75641025641026,490.73430132865906
MNIST,3,67.8886217948718,489.18699193000793
MNIST,4,74.76963141025641,488.2215940952301
MNIST,5,67.93870192307692,489.1617555618286
MNIST,6,71.88501602564102,464.60512614250183
MNIST,7,71.62459935897436,429.16885781288147
MNIST,8,70.10216346153847,425.20821356773376
MNIST,9,74.01842948717949,430.6262514591217
