dataset,epoch,test_acc,time
MNIST,0,77.27363782051282,487.8316421508789
MNIST,1,76.20192307692308,492.1114025115967
MNIST,2,77.28365384615384,490.69106435775757
MNIST,3,74.65945512820512,484.0705189704895
MNIST,4,74.90985576923077,485.66608595848083
MNIST,5,78.84615384615384,486.7756016254425
MNIST,6,75.5108173076923,482.41856503486633
MNIST,7,74.23878205128206,494.7479031085968
MNIST,8,78.17508012820512,671.1857810020447
MNIST,9,73.41746794871794,681.233635187149
