dataset,epoch,test_acc,time
MNIST,0,9.805689102564102,63.62531661987305
MNIST,1,9.805689102564102,64.10355353355408
MNIST,2,9.805689102564102,65.22654438018799
MNIST,3,9.805689102564102,64.3948187828064
MNIST,4,9.805689102564102,62.78300666809082
MNIST,5,9.805689102564102,63.92721509933472
MNIST,6,9.805689102564102,63.8720326423645
MNIST,7,9.805689102564102,64.20935916900635
MNIST,8,9.805689102564102,72.15812301635742
MNIST,9,9.805689102564102,72.59272980690002
