dataset,epoch,test_acc,time
MNIST,0,37.73036858974359,792.8060805797577
MNIST,1,30.068108974358974,720.2812151908875
MNIST,2,30.869391025641026,783.1163673400879
MNIST,3,42.79847756410256,829.6840209960938
MNIST,4,27.34375,769.9653339385986
MNIST,5,31.34014423076923,764.7642438411713
