dataset,epoch,train_acc,test_acc,time
MNIST,0,78.19837246531483,11.037660256410257,511.75062370300293
MNIST,1,99.97498665955176,10.076121794871796,504.59005093574524
MNIST,2,99.98499199573105,9.475160256410257,539.0957503318787
