dataset,epoch,train_acc,test_acc,time
MNIST,0,92.18166666666667,63.96,3203.4627587795258
MNIST,1,98.76,72.81,3170.3103337287903
MNIST,2,98.83,72.65,3184.2918407917023
MNIST,3,98.91333333333333,76.05,2437.3987147808075
MNIST,4,98.90333333333334,74.2,1924.5596671104431
MNIST,5,98.86,76.55,1644.181965827942
MNIST,6,98.835,74.09,1572.0866179466248
MNIST,7,98.92833333333333,75.53,1567.4658291339874
MNIST,8,98.815,76.68,1576.527131319046
MNIST,9,98.785,76.45,1576.2463202476501
