dataset,epoch,test_acc,time
MNIST,0,73.25721153846153,728.9333965778351
MNIST,1,77.19350961538461,604.8348081111908
MNIST,2,74.21875,574.6660666465759
MNIST,3,74.80969551282051,643.1463899612427
MNIST,4,75.05008012820512,656.9669506549835
MNIST,5,75.5108173076923,631.6925168037415
MNIST,6,76.82291666666667,578.5339303016663
MNIST,7,78.42548076923077,504.44802951812744
MNIST,8,74.79967948717949,509.0523896217346
MNIST,9,73.17708333333333,561.3882167339325
