dataset,epoch,test_acc,time
MNIST,0,36.798878205128204,786.9729490280151
MNIST,1,51.50240384615385,775.9161295890808
MNIST,2,48.80809294871795,779.1915140151978
MNIST,3,48.958333333333336,976.7443253993988
MNIST,4,43.08894230769231,1020.5314943790436
MNIST,5,45.69310897435897,1095.589145898819
MNIST,6,53.255208333333336,1432.7614569664001
MNIST,7,40.69511217948718,1422.274513244629
MNIST,8,39.89383012820513,1104.084461927414
MNIST,9,35.03605769230769,1101.6013071537018
