dataset,epoch,test_acc,time
MNIST,0,9.805689102564102,44.85256767272949
MNIST,1,10.096153846153847,46.10918855667114
MNIST,2,10.096153846153847,47.4679000377655
MNIST,3,10.096153846153847,53.03878831863403
MNIST,4,11.348157051282051,54.34389925003052
MNIST,5,11.348157051282051,54.798747301101685
MNIST,6,11.348157051282051,55.29144358634949
MNIST,7,11.348157051282051,70.11634635925293
MNIST,8,9.805689102564102,85.62278485298157
MNIST,9,10.096153846153847,85.65903306007385
