dataset,epoch,test_acc,time
MNIST,0,43.639823717948715,995.1089377403259
MNIST,1,56.360176282051285,1017.2032840251923
MNIST,2,48.547676282051285,1139.333750486374
MNIST,3,66.7167467948718,1463.5734272003174
MNIST,4,48.49759615384615,1362.1684319972992
MNIST,5,56.31009615384615,1110.3229200839996
MNIST,6,46.29407051282051,1065.9890084266663
MNIST,7,52.18349358974359,885.0365016460419
MNIST,8,50.15024038461539,841.5886912345886
MNIST,9,57.421875,670.0413615703583
