dataset,epoch,test_acc,time
MNIST,0,50.79126602564103,1829.7173738479614
MNIST,1,41.03565705128205,1801.8078453540802
MNIST,2,49.298878205128204,1469.8025224208832
MNIST,3,42.45793269230769,1263.2401773929596
MNIST,4,39.59334935897436,1105.2444577217102
MNIST,5,32.58213141025641,812.7297658920288
MNIST,6,41.125801282051285,704.6611397266388
MNIST,7,41.72676282051282,701.0838868618011
MNIST,8,49.529246794871796,664.6319763660431
MNIST,9,39.46314102564103,713.5778291225433
