dataset,epoch,test_acc,time
MNIST,0,19.310897435897434,79.17609572410583
MNIST,1,19.07051282051282,79.37365388870239
MNIST,2,20.38261217948718,79.7240481376648
MNIST,3,18.58974358974359,79.78291845321655
MNIST,4,25.16025641025641,79.47351741790771
MNIST,5,15.735176282051283,98.8342297077179
MNIST,6,21.864983974358974,83.13968825340271
MNIST,7,16.81690705128205,120.03415846824646
MNIST,8,19.200721153846153,119.32873582839966
MNIST,9,18.008814102564102,119.48189806938171
