dataset,epoch,test_acc,time
MNIST,0,78.37540064102564,143.98663210868835
MNIST,1,76.02163461538461,147.10390877723694
MNIST,2,77.95472756410257,145.8857901096344
MNIST,3,79.88782051282051,147.1532757282257
MNIST,4,79.50721153846153,147.1265594959259
MNIST,5,78.68589743589743,147.33309984207153
MNIST,6,80.12820512820512,148.50445294380188
MNIST,7,78.5957532051282,145.34434008598328
MNIST,8,75.79126602564102,147.90743780136108
MNIST,9,78.37540064102564,148.29818892478943
