dataset,epoch,test_acc,time
MNIST,0,9.805689102564102,1934.7175767421722
MNIST,1,9.805689102564102,1601.5627069473267
MNIST,2,10.356570512820513,1426.3033092021942
MNIST,3,9.805689102564102,1167.6783335208893
MNIST,4,9.805689102564102,1004.5833134651184
MNIST,5,9.805689102564102,731.2623631954193
MNIST,6,9.805689102564102,731.8240020275116
MNIST,7,9.805689102564102,663.2042951583862
MNIST,8,9.805689102564102,661.0049953460693
MNIST,9,9.805689102564102,708.8001291751862
