dataset,epoch,test_acc,time
MNIST,0,40.22435897435897,1523.2490546703339
MNIST,1,41.60657051282051,1605.3432128429413
MNIST,2,42.43790064102564,1602.9228501319885
MNIST,3,42.077323717948715,1609.1708602905273
MNIST,4,33.78405448717949,1600.6617109775543
MNIST,5,51.50240384615385,1611.3852951526642
MNIST,6,28.265224358974358,1608.2292268276215
MNIST,7,42.41786858974359,1601.039852142334
MNIST,8,35.21634615384615,1610.7384915351868
MNIST,9,39.07251602564103,1601.288161277771
