dataset,epoch,test_acc,time
MNIST,0,38.37139423076923,83.52427124977112
MNIST,1,24.939903846153847,86.85029220581055
MNIST,2,29.877804487179485,87.46008896827698
MNIST,3,30.00801282051282,87.28248834609985
MNIST,4,31.830929487179485,86.4085943698883
MNIST,5,30.16826923076923,85.48974561691284
MNIST,6,25.09014423076923,86.03988575935364
MNIST,7,23.778044871794872,86.43329668045044
MNIST,8,12.069310897435898,85.17084860801697
MNIST,9,19.340945512820515,85.14374852180481
