Epoch,Accuracy,Total_G_FPO,Total_GB_Data,Weight_Entropy,ID_L1,Time_s
1,87.23,3139.5,51.17168,4.305099323920646,7.824545147328734,22.45092535018921
2,88.38,6279.0,102.34336,4.451216676636655,8.32552962479772,46.927552700042725
3,89.03,9418.5,153.51504,4.452265305500126,9.641191614564178,71.33452868461609
4,89.19,12558.0,204.68672,4.473521831013305,10.83594804185566,96.80113959312439
5,89.03,15697.5,255.8584,4.404117853739546,7.949630967879867,123.4853265285492
6,89.28,18837.0,307.03008,4.368769067521761,8.34658295482247,149.64997744560242
7,88.73,21976.5,358.20176,4.322466759151793,13.540209554582313,175.71709728240967
8,87.97,25116.0,409.37344,4.2526262730885795,11.202610120466739,202.27373957633972
9,87.58,28255.5,460.54512,4.149619995136299,11.205638212891694,228.35465836524963
10,88.14,31395.0,511.7168,4.050528097225418,13.608366364918526,254.7347855567932
11,87.07,34534.5,562.88848,3.9139123592187386,11.634577850287512,282.99748373031616
12,86.2,37674.0,614.06016,3.7508652064574304,12.033233876520542,310.54416251182556
13,86.82,40813.5,665.23184,3.592852646676142,12.407146163869543,335.84718132019043
14,84.39,43953.0,716.40352,3.4860686577715465,11.991192801345866,361.6262209415436
15,84.02,47092.5,767.5752,3.39221807331669,15.1003629728782,387.2635428905487
16,85.66,50232.0,818.74688,3.2933183474210272,10.081758723550521,412.65626788139343
17,85.56,53371.5,869.91856,3.2312780668397654,12.64235731225904,438.2974736690521
18,85.95,56511.0,921.09024,3.253034544900887,12.858224589986026,464.31523752212524
19,85.76,59650.5,972.26192,3.208826912405604,8.485440452265069,493.3900306224823
20,85.02,62790.0,1023.4336,3.183533207424621,11.906799286041254,521.4147529602051
21,81.56,65929.5,1074.60528,3.148504356328446,12.399935757969851,548.8724372386932
22,68.73,69069.0,1125.77696,3.1092370741995055,8.463084839201946,576.0929839611053
23,9.94,72208.5,1176.94864,3.1980484948723618,11.487437245110147,603.6759669780731
24,9.44,75348.0,1228.12032,3.226650508956277,13.031300817302226,631.0784046649933
25,10.42,78487.5,1279.292,3.2520198832677316,12.28234999905561,657.9915776252747
