Epoch,Accuracy,Total_G_FPO,Total_GB_Data,Time_s
1,86.22,2005.92,35.82264,4.05329704284668
2,91.04,4011.84,71.64528,8.051620960235596
3,92.44,6017.76,107.46792,12.076905727386475
4,93.0,8023.68,143.29056,16.066474676132202
5,93.5,10029.6,179.1132,20.12466549873352
6,93.74,12035.52,214.93584,24.124391078948975
7,94.38,14041.44,250.75848,28.139373779296875
8,94.68,16047.36,286.58112,32.16363191604614
9,94.68,18053.28,322.40376,36.25028586387634
10,94.9,20059.2,358.2264,40.27143692970276
11,94.82,22065.12,394.04904,44.26310467720032
12,95.04,24071.04,429.87168,48.264607191085815
13,95.18,26076.96,465.69432,52.32915997505188
14,94.98,28082.88,501.51696,56.33682155609131
15,95.36,30088.8,537.3396,60.34421372413635
16,95.44,32094.72,573.16224,64.42203664779663
17,95.6,34100.64,608.98488,68.4722228050232
18,95.6,36106.56,644.80752,72.46012330055237
19,95.7,38112.48,680.63016,76.64714503288269
20,95.54,40118.4,716.4528,80.82508754730225
21,95.86,42124.32,752.27544,85.002512216568
22,95.82,44130.24,788.09808,89.1330840587616
23,95.82,46136.16,823.92072,93.25483012199402
24,96.08,48142.08,859.74336,97.54191517829895
25,96.1,50148.0,895.566,101.98085021972656
26,96.16,52153.92,931.38864,106.43311405181885
27,96.1,54159.84,967.21128,110.91345882415771
28,96.26,56165.76,1003.03392,115.39134979248047
29,96.28,58171.68,1038.85656,119.87732362747192
30,96.1,60177.6,1074.6792,124.34897685050964
31,96.22,62183.52,1110.50184,128.73268723487854
32,96.38,64189.44,1146.32448,132.9600760936737
33,96.18,66195.36,1182.14712,137.17297649383545
34,96.14,68201.28,1217.96976,141.30698370933533
35,96.5,70207.2,1253.7924,145.4804801940918
36,96.22,72213.12,1289.61504,149.60595989227295
37,96.32,74219.04,1325.43768,153.8312430381775
38,96.42,76224.96,1361.26032,157.9640293121338
39,96.46,78230.88,1397.08296,162.1763563156128
40,96.38,80236.8,1432.9056,166.49214911460876
