epoch,test_acc,time
0,9.805689102564102,212.48178577423096
1,9.174679487179487,187.7814486026764
2,9.805689102564102,212.6405644416809
3,9.805689102564102,208.9957835674286
4,10.216346153846153,210.32386469841003
5,9.805689102564102,210.60488033294678
6,9.775641025641026,205.0966761112213
7,9.805689102564102,185.4057924747467
8,9.805689102564102,184.59918594360352
9,9.805689102564102,185.76678133010864
