dataset,epoch,test_acc,time
MNIST,0,81.05969551282051,1899.069445848465
MNIST,1,78.74599358974359,2207.9726185798645
MNIST,2,80.33854166666667,2524.028751850128
MNIST,3,79.32692307692308,1915.4330387115479
MNIST,4,79.3770032051282,1663.1781747341156
MNIST,5,78.62580128205128,1630.9469771385193
MNIST,6,75.22035256410257,1582.336421251297
MNIST,7,79.32692307692308,1585.1729431152344
MNIST,8,78.36538461538461,1590.9737951755524
MNIST,9,76.38221153846153,2052.2427756786346
