dataset,epoch,test_acc,time
MNIST,0,70.72315705128206,506.9697685241699
MNIST,1,74.89983974358974,532.7809853553772
MNIST,2,70.11217948717949,559.9980254173279
MNIST,3,73.97836538461539,500.00700759887695
